world,complete_max_regret,open_max_regret,aggregate_max_regret,complete_mean_regret,open_mean_regret,aggregate_mean_regret
46,0.004455671981290932,0.02506339350656661,4.001802181727039,0.0001856529992204555,0.0012299610619940643,1.2600078462766493
47,0.0,0.5509237903314141,2.894764304964207,0.0,0.02295515793047559,1.2365691808017465
48,0.02870901271933546,0.02870901271933546,4.353149032495802,0.0017506232596439335,0.0017506232596439335,1.6003379414088992
49,0.1040002666137152,0.9220027259937293,3.268443933277389,0.007936614877842483,0.04275012469197686,1.2061531818128184
50,0.0,0.017028437492887738,3.966180319827828,0.0,0.0007095182288703225,1.485234670496655
51,0.08227567338056452,0.0,4.892400313365789,0.0034281530575235217,0.0,1.3513040132086764
52,0.0,0.05307536999680984,2.714944551137779,0.0,0.0022114737498670767,1.2128078132280518
53,0.018358782032046106,1.06710503017026,4.2704861747623335,0.0007649492513352544,0.045227658841762754,1.48513711587934
54,0.0,0.15234593738387336,4.022786364349596,0.0,0.009260384784744696,1.4693634790325678
55,0.021084442864665043,0.04663527210533169,5.311465187067192,0.0008785184526943768,0.0028216547904165307,1.3490330367095176
56,0.020530582402744635,0.0,3.68118462622082,0.0008554409334476931,0.0,1.3389446485481356
57,0.07177644627109236,0.07177644627109236,4.171057630712566,0.002990685261295515,0.002990685261295515,1.2175339285699547
58,0.03218495267730703,0.44308523777276654,4.1149129433609275,0.001341039694887793,0.019802924602086398,1.4080179167426392
59,0.025240450041673967,0.3081634644236443,3.51362647094294,0.001051685418403082,0.018880819904141515,1.1309596494629244
60,0.0,0.0,3.6764995089478942,0.0,0.0,1.6281897996781964
61,0.09244328610396213,0.09244328610396213,3.4308446027768156,0.004941903270033475,0.004941903270033475,1.3807130796832598
62,0.024982051945240613,0.32659204505754247,3.1157693724663913,0.0010409188310516921,0.013608001877397602,1.3896615181296088
63,0.0185642389555003,0.12615273709200214,3.3627005108002335,0.0007735099564791792,0.005256364045500089,1.478821771234075
64,0.0,0.0,3.4211889371821744,0.0,0.0,1.4266109513630802
65,0.0,0.697046547697048,3.7797594178394327,0.0,0.029043606154043666,1.3921024577230667
66,5.176635506465299e-05,0.06324593296576742,3.8865019140637305,2.156931461027208e-06,0.0026374041383680027,1.5533017995205711
67,0.10914138171263632,0.09732848397225369,3.452699300102484,0.008645035544586288,0.004097477973226442,1.4106354610443514
68,0.0677879996394245,0.6733829436607095,3.723686705177292,0.005440785333453328,0.03349840798598289,1.3176565446398747
